ID,Date,Time,Product,Price_INR,Stock_In,Sold_Today,Weekly_Sold,Monthly_Sold,Stock_Left
3972,2025-01-27,13:43:00,Biscuits,23.33,22,9,101,144,13
3973,2025-03-06,15:19:00,Rice,59.05,136,8,48,543,128
3974,2025-07-01,02:49:00,Chicken,257.03,139,28,225,748,111
3975,2025-08-15,00:12:00,Chicken,220.72,71,14,55,319,57
3976,2025-01-21,06:17:00,Biscuits,28.71,105,51,147,356,54
3977,2025-06-30,16:09:00,Toothpaste,95.48,214,23,234,937,191
3978,2025-03-18,02:44:00,Biscuits,22.82,206,63,125,686,143
3979,2025-08-28,07:22:00,Eggs,6.81,61,16,182,976,45
3980,2025-01-29,07:51:00,Shampoo,152.38,61,37,101,452,24
3981,2025-02-23,20:30:00,Cheese,101.31,175,44,261,647,131
3982,2025-05-31,11:44:00,Coffee,182.42,36,26,65,570,10
3983,2025-03-15,19:26:00,Rice,62.86,146,56,125,539,90
3984,2025-04-07,04:54:00,Cheese,87.56,182,60,160,613,122
3985,2025-10-18,17:16:00,Rice,69.49,108,54,66,612,54
3986,2025-12-26,05:07:00,Salt,22.61,246,50,95,129,196
3987,2025-02-10,18:27:00,Bananas,57.35,62,38,256,717,24
3988,2025-01-15,02:50:00,Sugar,50.0,192,9,125,907,183
3989,2025-02-10,19:19:00,Cooking Oil,162.34,188,78,293,917,110
3990,2025-04-08,20:58:00,Apples,154.73,234,56,119,831,178
3991,2025-04-29,14:48:00,Cheese,90.61,137,67,307,896,70
3992,2025-01-27,14:19:00,Dal,90.25,66,37,208,383,29
3993,2025-04-10,11:23:00,Curd,36.82,144,51,132,527,93
3994,2025-04-10,03:35:00,Curd,33.04,141,13,81,362,128
3995,2025-11-19,03:23:00,Bread,43.67,246,48,172,381,198
3996,2025-02-13,23:07:00,Chicken,259.1,169,75,86,872,94
3997,2025-06-26,23:12:00,Tea Powder,134.86,286,25,195,521,261
3998,2025-10-25,21:56:00,Sugar,47.42,135,10,241,300,125
3999,2025-11-27,14:30:00,Rice,57.64,74,41,50,487,33
4000,2025-03-20,15:43:00,Bread,45.36,84,49,285,1106,35
4001,2025-02-14,04:58:00,Coffee,182.34,102,65,98,980,37
4002,2025-04-07,18:43:00,Shampoo,152.77,47,46,179,699,1
4003,2025-04-17,13:10:00,Sugar,41.6,146,50,200,297,96
4004,2025-10-30,12:13:00,Coffee,192.57,242,61,95,906,181
4005,2025-09-03,09:08:00,Milk,54.14,251,62,67,539,189
4006,2025-08-25,17:54:00,Tea Powder,125.85,61,23,249,470,38
4007,2025-06-23,22:17:00,Curd,34.28,25,25,75,101,0
4008,2025-09-15,21:47:00,Bread,44.07,144,71,202,790,73
4009,2025-01-24,16:56:00,Chicken,228.78,178,44,274,350,134
4010,2025-08-05,04:32:00,Rice,62.0,223,6,71,755,217
4011,2025-07-06,03:00:00,Curd,36.79,125,34,143,864,91
4012,2025-08-26,21:19:00,Toothpaste,97.18,294,18,84,911,276
4013,2025-12-12,01:06:00,Shampoo,132.12,144,70,245,400,74
4014,2025-04-29,02:04:00,Toothpaste,83.91,180,12,79,349,168
4015,2025-09-14,12:03:00,Salt,20.35,178,20,63,85,158
4016,2025-06-10,18:34:00,Cheese,101.12,106,46,254,515,60
4017,2025-01-22,20:49:00,Rice,64.33,120,9,239,1029,111
4018,2025-12-24,08:07:00,Soap,41.07,230,28,139,1020,202
4019,2025-06-12,12:34:00,Milk,54.15,64,61,128,903,3
4020,2025-01-09,22:29:00,Soap,41.32,176,62,176,689,114
4021,2025-02-01,20:02:00,Rice,56.16,86,10,80,815,76
4022,2025-02-04,17:30:00,Cheese,107.19,253,14,130,397,239
4023,2025-09-07,15:55:00,Salt,24.17,292,77,164,290,215
4024,2025-05-29,06:29:00,Rice,55.9,210,10,210,342,200
4025,2025-02-25,06:39:00,Bananas,53.14,175,46,117,509,129
4026,2025-11-19,23:09:00,Shampoo,152.86,196,43,147,1009,153
4027,2025-05-08,08:29:00,Cheese,95.66,60,15,132,608,45
4028,2025-12-09,08:32:00,Cheese,95.36,92,54,120,738,38
4029,2025-10-01,22:06:00,Biscuits,23.34,225,48,289,1103,177
4030,2025-05-30,16:01:00,Toothpaste,91.36,273,26,148,268,247
4031,2025-12-25,13:30:00,Eggs,7.61,43,10,201,364,33
4032,2025-07-17,09:42:00,Eggs,6.97,55,19,100,926,36
4033,2025-09-18,14:11:00,Soap,38.9,124,27,32,355,97
4034,2025-02-19,05:51:00,Cheese,96.36,69,38,87,748,31
4035,2025-09-14,01:11:00,Cheese,92.52,136,14,172,598,122
4036,2025-10-16,01:13:00,Apples,157.05,232,33,160,207,199
4037,2025-09-23,09:20:00,Salt,21.87,218,75,210,724,143
4038,2025-05-29,02:24:00,Milk,53.97,138,0,12,316,138
4039,2025-05-31,10:31:00,Apples,149.9,136,51,242,494,85
4040,2025-08-24,12:36:00,Butter,66.35,94,76,110,807,18
4041,2025-11-26,18:59:00,Rice,56.69,188,76,138,444,112
4042,2025-01-31,03:58:00,Butter,56.03,213,18,171,287,195
4043,2025-11-05,16:10:00,Butter,54.06,100,35,162,309,65
4044,2025-05-12,19:01:00,Dal,81.13,78,57,240,857,21
4045,2025-02-06,19:54:00,Soap,42.06,191,57,196,843,134
4046,2025-06-22,09:53:00,Dal,91.88,165,74,236,715,91
4047,2025-02-09,03:20:00,Chicken,225.67,89,13,143,290,76
4048,2025-07-10,21:34:00,Cheese,105.77,191,53,149,698,138
4049,2026-01-01,05:42:00,Cheese,87.92,24,13,37,561,11
4050,2025-08-03,06:26:00,Eggs,7.81,68,52,108,976,16
4051,2025-04-26,03:38:00,Cheese,96.45,207,45,164,1021,162
4052,2025-10-11,05:06:00,Rice,62.29,176,77,187,430,99
4053,2025-12-13,12:04:00,Cooking Oil,152.16,128,67,290,1016,61
4054,2025-02-06,21:25:00,Bananas,56.79,105,6,40,841,99
4055,2025-01-10,04:31:00,Eggs,6.43,272,44,97,931,228
4056,2025-03-20,18:24:00,Rice,59.24,119,53,293,436,66
4057,2025-02-22,19:30:00,Sugar,47.41,289,42,115,727,247
4058,2025-02-01,07:19:00,Curd,37.53,48,15,141,849,33
4059,2025-09-02,05:47:00,Rice,60.39,284,42,175,425,242
4060,2025-10-15,19:57:00,Coffee,205.55,140,76,315,935,64
4061,2025-03-26,18:09:00,Apples,142.86,162,27,186,853,135
4062,2025-04-10,15:58:00,Bread,39.22,195,13,130,978,182
4063,2025-02-17,22:53:00,Salt,23.1,114,41,188,276,73
4064,2025-12-04,06:55:00,Salt,22.12,111,13,227,967,98
4065,2025-05-09,14:25:00,Rice,68.37,82,69,175,433,13
4066,2025-06-28,14:22:00,Bananas,53.05,126,71,140,485,55
4067,2025-03-06,09:20:00,Sugar,44.88,46,38,105,133,8
4068,2025-10-01,08:33:00,Cooking Oil,175.79,192,79,95,781,113
4069,2025-10-20,22:44:00,Bananas,58.6,205,74,216,711,131
4070,2025-07-09,19:58:00,Bread,43.29,110,13,135,650,97
4071,2025-08-13,16:41:00,Eggs,7.95,67,53,160,700,14
4072,2025-02-15,18:56:00,Butter,55.19,260,24,268,727,236
4073,2025-01-20,23:30:00,Toothpaste,98.73,81,61,234,485,20
4074,2025-01-08,23:45:00,Tea Powder,135.6,176,16,187,382,160
4075,2025-07-04,21:06:00,Rice,66.47,288,29,241,1089,259
4076,2025-10-09,10:43:00,Curd,39.48,114,30,146,486,84
4077,2025-01-11,04:06:00,Tea Powder,134.75,71,39,118,412,32
4078,2025-07-22,18:48:00,Rice,70.87,158,19,195,899,139
4079,2025-04-18,17:44:00,Milk,50.43,208,0,183,818,208
4080,2025-10-28,04:26:00,Tea Powder,118.53,66,15,191,964,51
4081,2025-10-19,00:42:00,Dal,80.63,192,53,128,156,139
4082,2025-07-14,21:06:00,Chicken,234.54,199,24,187,759,175
4083,2025-02-14,16:57:00,Chicken,227.55,39,20,104,974,19
4084,2025-07-25,04:53:00,Bread,39.25,67,7,142,1006,60
4085,2025-09-21,12:55:00,Rice,56.98,56,1,170,394,55
4086,2025-09-20,00:20:00,Coffee,189.74,112,73,229,428,39
4087,2025-04-30,11:15:00,Curd,35.7,215,55,209,908,160
4088,2025-04-29,14:49:00,Shampoo,136.59,197,29,93,663,168
4089,2025-03-06,00:36:00,Soap,36.58,53,40,255,829,13
4090,2025-01-12,10:53:00,Eggs,7.39,138,39,76,383,99
4091,2025-07-21,01:00:00,Bread,39.79,110,65,260,472,45
4092,2025-10-08,07:12:00,Salt,20.91,173,66,208,847,107
4093,2025-06-12,21:16:00,Sugar,42.85,209,13,258,1033,196
4094,2025-09-18,14:27:00,Dal,99.06,150,4,138,603,146
4095,2025-07-16,22:11:00,Biscuits,24.28,110,49,295,950,61
4096,2025-08-14,10:21:00,Bread,36.21,157,26,118,978,131
4097,2025-08-26,11:10:00,Milk,59.46,287,79,179,822,208
4098,2025-11-24,17:53:00,Salt,23.27,24,7,157,614,17
4099,2025-10-16,09:18:00,Chicken,235.61,185,76,105,984,109
4100,2025-10-04,17:21:00,Cooking Oil,150.35,254,15,225,807,239
4101,2025-05-18,19:00:00,Dal,80.03,194,35,74,657,159
4102,2025-11-08,04:13:00,Dal,99.76,165,78,248,679,87
4103,2025-12-19,19:27:00,Soap,38.28,295,78,231,515,217
4104,2025-01-12,12:26:00,Toothpaste,98.92,254,2,230,1125,252
4105,2025-02-05,11:05:00,Shampoo,161.18,245,10,35,81,235
4106,2025-12-24,18:16:00,Eggs,7.69,249,13,104,525,236
4107,2025-09-03,01:26:00,Cooking Oil,166.33,186,0,172,538,186
4108,2025-12-12,04:27:00,Butter,65.88,69,49,179,877,20
4109,2025-06-28,08:36:00,Tea Powder,134.6,112,26,103,833,86
4110,2025-09-09,12:39:00,Eggs,7.85,242,73,210,565,169
4111,2025-07-10,06:20:00,Milk,56.67,28,20,110,930,8
4112,2025-10-07,05:54:00,Shampoo,156.14,137,62,154,492,75
4113,2025-04-03,23:52:00,Curd,37.73,155,22,230,824,133
4114,2025-02-19,13:30:00,Shampoo,160.64,294,75,122,481,219
4115,2025-03-27,05:19:00,Toothpaste,104.86,86,42,61,779,44
4116,2025-08-10,07:55:00,Sugar,48.44,271,54,249,445,217
4117,2025-07-25,17:32:00,Soap,43.63,56,40,150,948,16
4118,2025-12-20,11:41:00,Sugar,43.73,145,52,277,869,93
4119,2025-09-21,09:12:00,Curd,34.33,199,28,37,794,171
4120,2025-01-16,04:49:00,Butter,53.35,92,56,201,812,36
4121,2025-08-16,23:05:00,Soap,43.38,126,0,199,520,126
4122,2025-09-10,03:09:00,Dal,99.14,270,58,152,708,212
4123,2025-11-21,11:03:00,Soap,42.67,218,41,152,322,177
4124,2025-05-13,23:47:00,Curd,35.2,149,38,217,525,111
4125,2025-06-26,13:25:00,Eggs,7.19,213,31,95,222,182
4126,2025-02-19,10:43:00,Apples,159.71,120,28,127,597,92
4127,2025-03-02,22:30:00,Shampoo,156.38,44,28,258,503,16
4128,2025-11-02,03:19:00,Cheese,92.15,202,59,182,640,143
4129,2025-10-10,14:56:00,Rice,57.91,145,50,168,739,95
4130,2025-01-29,10:32:00,Coffee,189.64,270,63,135,957,207
4131,2025-09-13,21:39:00,Cooking Oil,159.75,166,30,275,587,136
4132,2025-08-17,12:08:00,Dal,92.12,117,57,253,743,60
4133,2025-01-20,02:48:00,Salt,24.11,263,49,173,622,214
4134,2025-11-21,19:18:00,Apples,126.88,96,2,252,763,94
4135,2025-11-16,07:22:00,Shampoo,133.42,247,44,100,425,203
4136,2025-02-22,05:20:00,Butter,63.14,126,26,46,702,100
4137,2025-02-10,01:50:00,Bananas,49.94,43,36,258,562,7
4138,2025-10-07,13:23:00,Curd,34.99,279,19,85,867,260
4139,2025-06-30,03:21:00,Tea Powder,115.32,190,54,152,423,136
4140,2025-05-04,09:58:00,Coffee,171.01,86,52,167,219,34
4141,2025-01-26,11:16:00,Milk,52.86,60,4,24,797,56
4142,2025-07-30,08:37:00,Sugar,51.63,205,53,77,177,152
4143,2025-12-09,22:36:00,Chicken,251.49,224,40,65,173,184
4144,2025-03-11,19:43:00,Apples,157.04,277,27,223,701,250
4145,2025-10-02,14:27:00,Salt,20.22,176,60,179,634,116
4146,2025-12-15,23:41:00,Butter,63.28,229,65,194,898,164
4147,2025-07-11,22:46:00,Milk,52.8,230,51,227,913,179
4148,2025-04-11,20:45:00,Soap,40.03,210,17,116,549,193
4149,2025-09-14,06:01:00,Coffee,185.7,54,17,205,393,37
4150,2025-06-08,09:00:00,Sugar,48.71,115,63,176,488,52
4151,2025-08-04,17:17:00,Milk,57.7,143,79,220,672,64
4152,2025-04-17,12:04:00,Rice,59.73,201,8,68,178,193
4153,2025-09-23,13:24:00,Apples,127.13,268,39,159,428,229
4154,2025-03-03,23:16:00,Eggs,7.09,276,43,90,377,233
4155,2025-07-24,14:55:00,Toothpaste,89.76,85,0,53,408,85
4156,2025-06-29,12:18:00,Chicken,222.19,105,28,233,769,77
4157,2025-06-04,09:53:00,Cooking Oil,163.24,62,34,273,1058,28
4158,2025-10-10,16:19:00,Shampoo,164.06,274,61,143,260,213
4159,2025-03-03,21:13:00,Eggs,7.91,59,32,209,421,27
4160,2025-04-07,19:22:00,Milk,53.48,120,34,269,717,86
4161,2026-01-01,05:52:00,Coffee,165.53,127,79,323,882,48
4162,2025-09-07,06:40:00,Apples,131.87,80,62,207,843,18
4163,2025-08-23,23:56:00,Coffee,190.02,49,36,174,504,13
4164,2025-04-27,22:35:00,Butter,66.4,189,46,257,808,143
4165,2025-09-15,13:29:00,Cheese,93.7,111,27,169,399,84
4166,2025-05-31,18:19:00,Cheese,98.15,66,5,197,273,61
4167,2025-12-31,02:04:00,Eggs,7.73,217,24,95,245,193
4168,2025-04-29,11:19:00,Chicken,270.88,72,47,199,693,25
4169,2025-02-05,20:53:00,Sugar,47.11,72,22,43,590,50
4170,2025-04-16,23:30:00,Coffee,202.71,171,11,38,360,160
4171,2025-03-02,11:12:00,Soap,36.57,190,45,142,362,145
4172,2025-02-13,04:20:00,Curd,33.46,117,7,218,552,110
4173,2025-01-08,08:28:00,Tea Powder,121.23,65,12,245,313,53
4174,2025-10-06,08:23:00,Chicken,252.83,175,40,126,613,135
4175,2025-10-23,08:15:00,Shampoo,157.66,176,41,272,602,135
4176,2025-05-06,18:38:00,Cheese,99.54,92,52,297,945,40
4177,2025-07-02,12:21:00,Chicken,225.16,233,39,219,323,194
4178,2025-03-12,15:01:00,Chicken,241.16,73,48,217,626,25
4179,2025-03-06,00:01:00,Chicken,219.53,289,16,61,761,273
4180,2025-04-02,19:51:00,Salt,23.87,227,68,109,556,159
4181,2025-03-28,07:09:00,Dal,94.31,275,45,287,960,230
4182,2025-04-27,17:41:00,Soap,41.63,215,18,30,591,197
4183,2025-07-05,07:31:00,Eggs,7.3,64,0,7,380,64
4184,2025-06-07,14:08:00,Bananas,58.6,200,63,101,899,137
4185,2025-11-08,12:03:00,Bread,43.03,100,18,30,97,82
4186,2025-07-02,19:35:00,Toothpaste,90.61,272,16,86,930,256
4187,2025-11-13,11:07:00,Eggs,6.55,199,11,91,453,188
4188,2025-01-31,20:21:00,Rice,66.29,282,2,187,357,280
4189,2025-10-01,00:01:00,Dal,96.93,42,18,164,213,24
4190,2025-05-05,12:16:00,Rice,56.0,203,38,269,777,165
4191,2025-11-05,07:51:00,Salt,22.0,194,5,193,806,189
4192,2025-06-25,21:55:00,Milk,47.88,277,74,208,566,203
4193,2025-09-26,00:44:00,Shampoo,139.91,38,6,241,659,32
4194,2025-08-31,06:27:00,Coffee,198.24,132,65,213,736,67
4195,2025-12-14,13:59:00,Dal,90.43,215,44,157,890,171
4196,2025-06-12,13:04:00,Chicken,228.36,46,26,196,347,20
4197,2025-01-17,01:56:00,Bread,36.88,70,24,171,582,46
4198,2025-07-11,02:30:00,Milk,57.6,161,57,293,394,104
4199,2025-01-11,20:13:00,Bananas,56.5,126,42,78,876,84
4200,2025-12-23,00:37:00,Salt,24.19,185,31,179,371,154
4201,2025-07-18,04:19:00,Bananas,50.51,82,33,155,1003,49
4202,2025-02-02,22:23:00,Bananas,52.71,245,16,164,429,229
4203,2025-09-03,00:56:00,Bananas,50.78,229,60,120,794,169
4204,2025-08-15,13:46:00,Curd,33.43,221,63,70,917,158
4205,2025-06-24,23:55:00,Apples,143.87,284,51,264,925,233
4206,2025-10-10,20:53:00,Dal,96.79,214,19,175,365,195
4207,2025-05-08,00:55:00,Biscuits,28.04,289,21,209,778,268
4208,2025-03-17,23:33:00,Milk,49.64,145,47,105,167,98
4209,2025-12-15,11:32:00,Shampoo,142.93,294,38,217,1088,256
4210,2025-11-28,09:58:00,Shampoo,145.34,273,64,73,718,209
4211,2025-07-10,11:20:00,Soap,41.82,132,61,134,905,71
4212,2025-08-11,12:53:00,Salt,22.96,191,18,43,299,173
4213,2025-05-18,07:05:00,Biscuits,28.36,185,44,224,1050,141
4214,2025-04-19,15:59:00,Coffee,184.63,270,35,177,922,235
4215,2025-07-09,01:05:00,Toothpaste,105.04,52,45,212,530,7
4216,2025-09-21,16:43:00,Dal,98.72,100,54,172,522,46
4217,2025-03-22,18:50:00,Cheese,100.16,272,54,124,486,218
4218,2025-07-03,10:39:00,Sugar,45.07,182,9,210,596,173
4219,2025-08-01,10:56:00,Shampoo,134.55,226,56,196,829,170
4220,2025-06-12,12:59:00,Shampoo,156.7,45,36,285,516,9
4221,2025-12-11,14:52:00,Biscuits,23.65,76,50,255,471,26
4222,2025-02-28,22:48:00,Curd,37.94,263,19,68,375,244
4223,2025-03-28,12:33:00,Bread,38.81,297,27,110,920,270
4224,2025-04-25,14:30:00,Chicken,238.89,44,36,201,753,8
4225,2025-10-25,21:41:00,Salt,23.62,62,51,218,756,11
4226,2025-07-07,18:00:00,Curd,38.44,120,38,184,209,82
4227,2025-08-17,02:55:00,Butter,55.38,143,47,255,814,96
4228,2025-10-01,13:47:00,Soap,38.82,197,41,112,411,156
4229,2025-01-12,02:22:00,Shampoo,139.38,98,50,65,714,48
4230,2025-11-28,02:54:00,Shampoo,140.19,226,17,148,307,209
4231,2025-08-16,11:47:00,Curd,33.3,173,79,230,314,94
4232,2025-04-15,21:45:00,Cheese,98.1,198,52,170,946,146
4233,2025-12-09,13:23:00,Bread,43.38,107,10,240,625,97
4234,2025-05-29,19:35:00,Coffee,173.07,30,21,153,637,9
4235,2025-08-07,19:35:00,Coffee,168.24,101,49,100,546,52
4236,2025-05-29,20:38:00,Salt,21.84,264,65,138,453,199
4237,2025-01-03,01:28:00,Soap,39.53,31,30,247,618,1
4238,2025-03-10,15:38:00,Butter,59.52,253,61,161,560,192
4239,2025-04-15,21:36:00,Butter,62.02,161,38,67,899,123
4240,2025-04-24,02:21:00,Tea Powder,114.18,71,54,293,595,17
4241,2025-05-02,17:33:00,Chicken,261.56,145,66,270,949,79
4242,2025-11-22,04:17:00,Coffee,181.8,242,44,146,964,198
4243,2025-01-26,09:30:00,Coffee,162.84,186,38,228,875,148
4244,2025-05-24,20:40:00,Salt,24.39,133,55,197,699,78
4245,2025-03-11,20:21:00,Cooking Oil,183.97,109,18,208,230,91
4246,2025-07-01,16:49:00,Bananas,57.92,47,31,139,869,16
4247,2025-07-24,01:55:00,Sugar,41.77,127,46,202,696,81
4248,2025-03-27,15:03:00,Toothpaste,98.07,76,15,263,624,61
4249,2025-11-12,23:29:00,Salt,24.52,167,78,150,416,89
4250,2025-06-29,11:44:00,Butter,59.98,88,22,117,511,66
4251,2025-12-08,23:21:00,Toothpaste,92.03,73,28,120,416,45
4252,2025-07-31,06:06:00,Cooking Oil,164.73,188,47,171,410,141
4253,2025-08-03,17:09:00,Chicken,230.27,94,68,166,567,26
4254,2025-01-13,09:53:00,Biscuits,27.35,196,62,258,890,134
4255,2025-11-30,08:23:00,Tea Powder,135.84,70,52,160,225,18
4256,2025-12-29,18:49:00,Bread,45.09,80,24,134,325,56
4257,2025-05-27,00:47:00,Sugar,48.78,174,56,61,388,118
4258,2025-11-14,18:06:00,Milk,50.07,247,12,82,849,235
4259,2025-12-01,06:46:00,Cooking Oil,181.89,145,37,73,662,108
4260,2025-08-07,08:36:00,Biscuits,24.63,41,33,220,461,8
4261,2025-07-13,19:23:00,Cooking Oil,177.95,226,4,40,532,222
4262,2025-05-11,16:38:00,Milk,57.52,71,2,26,517,69
4263,2025-01-22,15:42:00,Biscuits,27.79,73,56,252,308,17
4264,2025-11-11,08:36:00,Soap,41.71,158,73,86,606,85
4265,2025-10-23,13:44:00,Apples,146.91,290,40,125,841,250
4266,2025-09-29,22:57:00,Cheese,102.21,76,46,199,1048,30
4267,2025-10-17,22:28:00,Sugar,45.02,147,45,100,929,102
4268,2025-11-29,15:15:00,Shampoo,143.84,202,67,224,661,135
4269,2025-12-01,04:03:00,Curd,35.48,88,68,210,449,20
4270,2025-02-28,14:13:00,Salt,21.07,196,13,210,428,183
4271,2025-01-06,07:04:00,Chicken,232.33,44,38,162,1059,6
4272,2025-04-23,22:31:00,Tea Powder,127.06,136,55,163,1054,81
4273,2025-08-03,10:30:00,Sugar,48.51,231,56,257,1116,175
4274,2025-07-03,07:33:00,Butter,66.17,120,1,176,248,119
4275,2025-06-06,04:51:00,Toothpaste,91.18,243,46,194,1047,197
4276,2025-09-24,11:52:00,Bread,36.25,109,43,94,799,66
4277,2025-06-12,07:57:00,Shampoo,156.94,155,8,49,587,147
4278,2025-09-24,19:27:00,Dal,99.86,73,11,223,372,62
4279,2025-05-15,05:50:00,Bread,44.02,58,16,181,874,42
4280,2025-08-09,08:55:00,Rice,58.27,213,10,251,381,203
4281,2025-12-01,07:50:00,Bananas,58.33,95,42,254,907,53
4282,2025-09-27,12:48:00,Tea Powder,130.76,251,33,199,863,218
4283,2025-09-16,01:58:00,Salt,21.85,129,23,123,845,106
4284,2025-07-11,14:18:00,Coffee,203.6,76,66,95,931,10
4285,2025-08-23,05:05:00,Apples,133.48,250,24,159,197,226
4286,2025-04-09,21:03:00,Coffee,171.27,296,12,193,820,284
4287,2025-10-31,19:53:00,Eggs,7.96,239,65,147,966,174
4288,2025-07-11,02:55:00,Cheese,97.3,61,16,118,824,45
4289,2025-04-24,12:01:00,Bread,45.46,153,66,133,356,87
4290,2025-08-10,06:17:00,Sugar,51.47,69,14,66,539,55
4291,2025-05-22,16:58:00,Rice,61.83,120,0,135,648,120
4292,2025-07-19,01:29:00,Soap,42.83,43,36,43,494,7
4293,2025-10-25,15:06:00,Cooking Oil,188.57,141,59,160,327,82
4294,2025-09-13,02:00:00,Chicken,244.99,267,8,175,621,259
4295,2025-03-06,08:31:00,Rice,58.08,164,69,208,1093,95
4296,2025-09-27,19:35:00,Dal,80.29,173,13,146,565,160
4297,2025-06-02,03:02:00,Bananas,52.61,102,49,270,594,53
4298,2025-10-01,19:16:00,Coffee,189.66,259,38,70,692,221
4299,2025-02-27,05:25:00,Chicken,218.22,138,77,256,296,61
4300,2025-06-21,02:50:00,Soap,41.78,36,36,225,971,0
4301,2025-01-11,21:14:00,Cooking Oil,160.81,192,14,199,829,178
4302,2025-02-06,13:07:00,Toothpaste,95.5,211,71,222,344,140
4303,2025-09-29,10:34:00,Eggs,6.55,220,59,308,339,161
4304,2025-07-09,14:11:00,Toothpaste,85.51,190,31,53,685,159
4305,2025-09-30,00:46:00,Sugar,42.06,194,21,128,962,173
4306,2025-04-07,07:11:00,Milk,48.27,32,32,153,548,0
4307,2025-12-18,11:00:00,Salt,20.58,138,25,227,623,113
4308,2025-06-07,21:48:00,Apples,143.62,172,24,203,1082,148
4309,2025-02-26,18:00:00,Chicken,240.5,249,30,261,1103,219
4310,2025-02-27,23:30:00,Coffee,176.02,149,48,199,441,101
4311,2025-03-25,16:01:00,Biscuits,27.98,61,19,36,883,42
4312,2025-04-14,02:58:00,Butter,60.07,116,11,162,520,105
4313,2025-12-17,16:40:00,Biscuits,26.14,266,72,225,257,194
4314,2025-08-20,16:51:00,Sugar,49.03,252,12,143,667,240
4315,2025-11-29,01:44:00,Butter,52.59,36,22,132,664,14
4316,2025-02-09,05:57:00,Toothpaste,95.98,57,8,77,812,49
4317,2025-01-04,14:21:00,Soap,35.09,220,32,175,1023,188
4318,2025-08-08,07:13:00,Sugar,43.19,217,71,142,280,146
4319,2025-11-06,22:48:00,Apples,155.15,254,59,285,988,195
4320,2025-02-11,17:00:00,Shampoo,144.56,134,39,127,818,95
4321,2025-11-07,23:43:00,Bananas,58.23,139,10,178,978,129
4322,2025-06-11,16:02:00,Cooking Oil,157.89,110,33,186,1016,77
4323,2025-11-05,08:21:00,Shampoo,163.57,275,33,260,628,242
4324,2025-01-01,13:19:00,Cheese,98.39,293,5,160,490,288
4325,2025-05-29,14:53:00,Toothpaste,85.49,67,44,148,188,23
4326,2025-07-17,23:10:00,Coffee,183.76,252,76,280,1169,176
4327,2025-09-04,00:52:00,Bananas,57.47,173,61,171,1042,112
4328,2025-03-14,03:06:00,Cheese,86.72,262,50,133,613,212
4329,2025-07-18,06:43:00,Biscuits,27.14,234,43,166,339,191
4330,2025-11-08,13:09:00,Dal,82.86,127,37,171,536,90
4331,2025-01-18,05:48:00,Salt,20.92,25,19,153,437,6
4332,2025-12-28,01:54:00,Soap,37.51,233,1,221,685,232
4333,2025-05-05,13:59:00,Soap,42.42,228,8,68,619,220
4334,2025-10-08,01:50:00,Bread,41.48,37,28,259,730,9
4335,2025-10-28,01:38:00,Toothpaste,91.42,40,13,163,761,27
4336,2025-04-09,20:24:00,Shampoo,138.58,259,75,127,910,184
4337,2025-02-17,22:42:00,Toothpaste,100.86,48,28,227,491,20
4338,2025-03-26,10:08:00,Biscuits,25.96,234,22,74,770,212
4339,2025-10-06,02:34:00,Curd,39.96,105,36,92,279,69
4340,2025-05-12,19:43:00,Sugar,51.09,143,6,212,378,137
4341,2025-06-07,04:16:00,Eggs,6.79,31,25,238,983,6
4342,2025-09-16,06:36:00,Milk,59.6,152,29,208,230,123
4343,2025-08-24,00:41:00,Soap,35.44,194,56,198,619,138
4344,2025-04-07,07:38:00,Coffee,175.75,89,64,156,424,25
4345,2025-02-03,11:02:00,Cooking Oil,180.9,155,32,172,1039,123
4346,2025-08-18,22:18:00,Apples,144.61,194,31,63,202,163
4347,2025-12-22,12:50:00,Bananas,49.63,105,46,140,478,59
4348,2025-12-28,17:51:00,Bread,36.06,146,56,166,964,90
4349,2025-04-01,10:23:00,Tea Powder,117.99,35,30,177,1077,5
4350,2025-12-29,04:40:00,Shampoo,165.32,298,50,62,777,248
4351,2025-01-30,00:14:00,Rice,66.99,86,21,57,332,65
4352,2025-11-25,09:02:00,Butter,65.28,67,41,189,619,26
4353,2025-05-23,21:37:00,Shampoo,158.62,87,69,281,784,18
4354,2025-12-25,09:49:00,Bananas,56.16,285,63,119,985,222
4355,2025-06-22,02:51:00,Butter,54.48,178,72,169,1005,106
4356,2025-04-29,21:36:00,Shampoo,160.13,262,73,178,515,189
4357,2025-03-20,17:27:00,Tea Powder,108.25,119,23,166,756,96
4358,2025-01-05,20:30:00,Dal,79.3,185,10,194,256,175
4359,2025-12-27,03:31:00,Rice,60.64,60,9,254,295,51
4360,2025-04-20,00:46:00,Bread,43.03,21,2,192,712,19
4361,2025-07-23,11:23:00,Biscuits,28.42,54,25,100,662,29
4362,2025-04-05,04:42:00,Cooking Oil,184.18,54,3,230,525,51
4363,2025-10-11,16:08:00,Soap,42.51,183,2,206,326,181
4364,2025-04-28,03:25:00,Biscuits,26.76,249,32,107,301,217
4365,2025-06-07,05:55:00,Curd,37.81,48,30,171,976,18
4366,2025-07-19,21:47:00,Coffee,186.43,116,25,33,639,91
4367,2025-12-13,21:31:00,Biscuits,23.39,141,71,131,558,70
4368,2025-01-08,11:27:00,Apples,127.71,65,33,123,599,32
4369,2025-04-16,03:14:00,Chicken,224.07,268,9,82,861,259
